0.004956,-0.011965,-0.015139,0.999991,0.000165,0.004328
0.004910,-0.011337,-0.016959,0.957933,-0.068829,0.278617
0.004910,-0.011337,-0.016959,0.957933,-0.068829,0.278617
0.004910,-0.011337,-0.016959,0.957933,-0.068829,0.278617
0.004910,-0.011337,-0.016959,0.957933,-0.068829,0.278617
0.007122,-0.010210,-0.014648,0.957747,-0.070128,0.278932
0.007122,-0.010210,-0.014648,0.957747,-0.070128,0.278932
0.007122,-0.010210,-0.014648,0.957747,-0.070128,0.278932
0.007122,-0.010210,-0.014648,0.957747,-0.070128,0.278932
0.007122,-0.010210,-0.014648,0.957747,-0.070128,0.278932
0.005151,-0.008420,-0.012883,0.957763,-0.070305,0.278830
0.005151,-0.008420,-0.012883,0.957763,-0.070305,0.278830
0.005151,-0.008420,-0.012883,0.957763,-0.070305,0.278830
0.005151,-0.008420,-0.012883,0.957763,-0.070305,0.278830
0.005151,-0.008420,-0.012883,0.957763,-0.070305,0.278830
0.003325,-0.009572,-0.012155,0.957780,-0.069358,0.279010
0.003325,-0.009572,-0.012155,0.957780,-0.069358,0.279010
0.003325,-0.009572,-0.012155,0.957780,-0.069358,0.279010
0.003325,-0.009572,-0.012155,0.957780,-0.069358,0.279010
0.003325,-0.009572,-0.012155,0.957780,-0.069358,0.279010
0.003250,-0.009714,-0.012378,0.957809,-0.069977,0.278758
0.003250,-0.009714,-0.012378,0.957809,-0.069977,0.278758
0.003250,-0.009714,-0.012378,0.957809,-0.069977,0.278758
0.003250,-0.009714,-0.012378,0.957809,-0.069977,0.278758
0.003250,-0.009714,-0.012378,0.957809,-0.069977,0.278758
0.004249,-0.008622,-0.013256,0.957819,-0.069711,0.278790
0.004249,-0.008622,-0.013256,0.957819,-0.069711,0.278790
0.004249,-0.008622,-0.013256,0.957819,-0.069711,0.278790
0.004249,-0.008622,-0.013256,0.957819,-0.069711,0.278790
0.005394,-0.008235,-0.014397,0.957846,-0.069895,0.278648
0.005394,-0.008235,-0.014397,0.957846,-0.069895,0.278648
0.005394,-0.008235,-0.014397,0.957846,-0.069895,0.278648
0.005394,-0.008235,-0.014397,0.957846,-0.069895,0.278648
0.005394,-0.008235,-0.014397,0.957846,-0.069895,0.278648
0.006369,-0.010639,-0.014044,0.957738,-0.069415,0.279140
0.006369,-0.010639,-0.014044,0.957738,-0.069415,0.279140
0.006369,-0.010639,-0.014044,0.957738,-0.069415,0.279140
0.006369,-0.010639,-0.014044,0.957738,-0.069415,0.279140
0.006369,-0.010639,-0.014044,0.957738,-0.069415,0.279140
0.008148,-0.011958,-0.016241,0.957749,-0.069806,0.279005
0.008148,-0.011958,-0.016241,0.957749,-0.069806,0.279005
0.008148,-0.011958,-0.016241,0.957749,-0.069806,0.279005
